Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price,Discount,Total_Sale
SALE019583,2024-02-24,STORE033,PROD00430,CUST00699,4,3147.17,15,10700.38
SALE019584,2022-11-29,STORE041,PROD00031,CUST01890,1,6115.63,5,5809.85
SALE019585,2022-04-20,STORE027,PROD00356,CUST02337,1,2951.81,5,2804.22
SALE019586,2022-02-13,STORE030,PROD00139,CUST02258,4,4628.93,15,15738.36
SALE019587,2023-05-21,STORE011,PROD00439,CUST02226,2,497.15,5,944.58
SALE019588,2023-10-07,STORE048,PROD00067,CUST01833,1,443.44,10,399.1
SALE019589,2023-12-18,STORE020,PROD00008,CUST01893,3,1657.97,15,4227.82
SALE019590,2022-11-13,STORE014,PROD00337,CUST02744,2,6037.53,5,11471.31
SALE019591,2024-01-19,STORE003,PROD00228,CUST02511,1,7054.71,15,5996.5
SALE019592,2022-01-29,STORE048,PROD00047,CUST00147,3,5294.24,15,13500.31
SALE019593,2023-11-14,STORE032,PROD00426,CUST02344,3,7897.89,5,22508.99
SALE019594,2023-09-07,STORE006,PROD00330,CUST00363,1,288.07,0,288.07
SALE019595,2022-04-15,STORE021,PROD00020,CUST02888,4,4729.72,0,18918.88
SALE019596,2022-08-28,STORE033,PROD00044,CUST02062,4,1031.7,15,3507.78
SALE019597,2022-04-13,STORE000,PROD00382,CUST02976,1,2735.65,20,2188.52
SALE019598,2022-03-27,STORE034,PROD00320,CUST00691,3,4171.61,20,10011.86
SALE019599,2022-04-13,STORE025,PROD00177,CUST01195,4,3145.47,20,10065.5
SALE019600,2023-04-19,STORE028,PROD00214,CUST02776,4,1264.84,5,4806.39
SALE019601,2024-03-08,STORE033,PROD00113,CUST02366,4,1190.5,10,4285.8
SALE019602,2023-06-04,STORE043,PROD00113,CUST02564,2,1288.29,15,2190.09
SALE019603,2023-02-02,STORE049,PROD00297,CUST00140,4,5011.06,5,19042.03
SALE019604,2022-04-08,STORE038,PROD00050,CUST01580,1,4040.03,20,3232.02
SALE019605,2023-09-08,STORE016,PROD00267,CUST01855,1,6035.18,15,5129.9
SALE019606,2023-12-05,STORE023,PROD00379,CUST01597,2,2667.17,5,5067.62
SALE019607,2022-01-20,STORE006,PROD00021,CUST02907,2,1028.31,15,1748.13
SALE019608,2022-05-26,STORE006,PROD00323,CUST01374,1,5399.2,0,5399.2
SALE019609,2022-12-03,STORE038,PROD00396,CUST00844,2,6793.86,15,11549.56
SALE019610,2024-04-04,STORE014,PROD00242,CUST00972,4,6047.43,10,21770.75
SALE019611,2022-10-30,STORE043,PROD00178,CUST01643,3,7656.52,0,22969.56
SALE019612,2023-12-23,STORE010,PROD00358,CUST00917,3,994.81,20,2387.54
SALE019613,2023-04-01,STORE018,PROD00320,CUST02951,3,1468.13,20,3523.51
SALE019614,2023-11-30,STORE026,PROD00254,CUST00994,1,7890.07,5,7495.57
SALE019615,2023-02-03,STORE030,PROD00492,CUST00093,2,2676.98,10,4818.56
SALE019616,2022-02-25,STORE004,PROD00195,CUST00376,3,4009.43,5,11426.88
SALE019617,2023-12-05,STORE041,PROD00329,CUST02339,4,6833.08,15,23232.47
SALE019618,2023-12-21,STORE045,PROD00142,CUST02674,4,3538.03,0,14152.12
SALE019619,2022-07-01,STORE041,PROD00147,CUST02530,4,7053.37,5,26802.81
SALE019620,2022-06-22,STORE036,PROD00317,CUST01749,2,7893.27,0,15786.54
SALE019621,2023-10-12,STORE039,PROD00104,CUST01476,3,3634.61,10,9813.45
SALE019622,2022-01-25,STORE037,PROD00339,CUST01798,4,7875.74,20,25202.37
SALE019623,2023-02-20,STORE009,PROD00088,CUST00737,2,2748.88,15,4673.1
SALE019624,2024-01-05,STORE029,PROD00074,CUST01233,4,4243.08,0,16972.32
SALE019625,2023-09-28,STORE021,PROD00439,CUST01718,3,4130.91,5,11773.09
SALE019626,2023-01-15,STORE010,PROD00295,CUST01902,3,1190.43,5,3392.73
SALE019627,2022-08-28,STORE013,PROD00410,CUST01145,3,4414.12,0,13242.36
SALE019628,2022-11-19,STORE028,PROD00100,CUST02707,3,5714.26,15,14571.36
SALE019629,2024-04-17,STORE006,PROD00096,CUST01552,3,260.69,20,625.66
SALE019630,2022-10-02,STORE001,PROD00016,CUST02170,4,2693.65,20,8619.68
SALE019631,2023-12-17,STORE000,PROD00340,CUST02099,3,7658.75,0,22976.25
SALE019632,2022-03-27,STORE046,PROD00472,CUST01494,4,1658.28,20,5306.5
SALE019633,2023-11-30,STORE009,PROD00255,CUST00140,3,6770.37,5,19295.55
SALE019634,2022-07-01,STORE046,PROD00422,CUST02946,4,7373.1,0,29492.4
SALE019635,2022-01-01,STORE039,PROD00158,CUST00406,3,6102.58,10,16476.97
SALE019636,2022-03-26,STORE023,PROD00083,CUST01777,4,2824.64,10,10168.7
SALE019637,2023-11-14,STORE039,PROD00456,CUST00729,3,3986.69,0,11960.07
SALE019638,2022-05-19,STORE041,PROD00097,CUST02672,2,651.92,10,1173.46
SALE019639,2022-07-06,STORE024,PROD00076,CUST01708,4,7426.79,20,23765.73
SALE019640,2023-03-25,STORE012,PROD00281,CUST00275,2,6975.47,5,13253.39
SALE019641,2022-11-18,STORE020,PROD00309,CUST02774,4,269.45,10,970.02
SALE019642,2024-03-14,STORE004,PROD00125,CUST01132,4,7509.81,15,25533.35
SALE019643,2024-03-23,STORE049,PROD00045,CUST02099,4,4500.6,15,15302.04
SALE019644,2023-08-03,STORE035,PROD00395,CUST00463,1,5739.24,10,5165.32
SALE019645,2023-01-01,STORE031,PROD00357,CUST01282,3,4847.28,0,14541.84
SALE019646,2024-06-11,STORE022,PROD00020,CUST00553,2,2318.11,15,3940.79
SALE019647,2022-03-02,STORE028,PROD00159,CUST02894,2,5896.7,20,9434.72
SALE019648,2022-01-11,STORE003,PROD00293,CUST00493,4,4742.97,10,17074.69
SALE019649,2022-06-11,STORE023,PROD00390,CUST01021,2,1510.04,15,2567.07
SALE019650,2024-05-30,STORE013,PROD00474,CUST02126,2,1846.1,5,3507.59
SALE019651,2023-03-04,STORE011,PROD00287,CUST00207,2,4019.18,10,7234.52
SALE019652,2024-02-17,STORE002,PROD00277,CUST00716,2,2283.98,5,4339.56
SALE019653,2024-04-11,STORE036,PROD00027,CUST00724,1,548.79,15,466.47
SALE019654,2023-12-18,STORE045,PROD00214,CUST01373,4,3525.78,20,11282.5
SALE019655,2022-02-21,STORE015,PROD00289,CUST02664,2,7622.64,0,15245.28
SALE019656,2022-03-22,STORE024,PROD00152,CUST00289,1,1003.86,20,803.09
SALE019657,2022-11-24,STORE004,PROD00138,CUST01984,1,328.02,10,295.22
SALE019658,2022-04-24,STORE014,PROD00018,CUST01461,4,2872.07,10,10339.45
SALE019659,2022-12-12,STORE043,PROD00208,CUST00200,3,7993.76,15,20384.09
SALE019660,2022-08-08,STORE040,PROD00491,CUST02515,3,7151.09,10,19307.94
SALE019661,2024-06-02,STORE001,PROD00103,CUST01128,3,6008.91,0,18026.73
SALE019662,2024-01-07,STORE004,PROD00449,CUST00732,2,7931.59,0,15863.18
SALE019663,2022-07-07,STORE018,PROD00236,CUST00549,4,3678.38,0,14713.52
SALE019664,2024-06-18,STORE019,PROD00070,CUST00335,3,6163.16,0,18489.48
SALE019665,2022-12-22,STORE026,PROD00039,CUST01368,2,3345.15,10,6021.27
SALE019666,2024-03-28,STORE017,PROD00462,CUST00012,4,5780.47,10,20809.69
SALE019667,2023-11-02,STORE006,PROD00339,CUST01383,2,1120.98,15,1905.67
SALE019668,2023-12-04,STORE039,PROD00108,CUST02977,3,5411.23,5,15422.01
SALE019669,2023-12-04,STORE030,PROD00221,CUST02035,3,2563.94,20,6153.46
SALE019670,2023-08-26,STORE010,PROD00220,CUST01037,1,5451.2,0,5451.2
SALE019671,2022-09-23,STORE045,PROD00390,CUST01099,1,7149.41,5,6791.94
SALE019672,2023-03-27,STORE036,PROD00364,CUST01373,4,7067.76,0,28271.04
SALE019673,2023-10-11,STORE042,PROD00368,CUST01344,2,7988.92,15,13581.16
SALE019674,2023-09-25,STORE018,PROD00364,CUST00067,2,6582.79,15,11190.74
SALE019675,2022-12-14,STORE004,PROD00060,CUST02799,3,5717.99,10,15438.57
SALE019676,2022-02-02,STORE042,PROD00377,CUST00223,3,3982.62,10,10753.07
SALE019677,2023-03-25,STORE003,PROD00190,CUST02540,4,1508.44,0,6033.76
SALE019678,2022-10-17,STORE013,PROD00310,CUST02235,1,6809.86,10,6128.87
SALE019679,2022-02-14,STORE027,PROD00088,CUST01546,3,7284.04,10,19666.91
SALE019680,2024-05-04,STORE031,PROD00376,CUST00402,2,3843.98,20,6150.37
SALE019681,2023-05-20,STORE020,PROD00287,CUST02447,3,2704.78,10,7302.91
SALE019682,2022-04-13,STORE033,PROD00083,CUST00263,1,7303.97,0,7303.97
SALE019683,2024-02-23,STORE000,PROD00092,CUST02242,2,588.63,15,1000.67
SALE019684,2023-03-30,STORE024,PROD00138,CUST02262,1,3955.7,15,3362.34
SALE019685,2023-12-23,STORE036,PROD00301,CUST00157,4,1571.89,5,5973.18
SALE019686,2022-07-15,STORE049,PROD00221,CUST00565,4,873.86,0,3495.44
SALE019687,2024-05-14,STORE046,PROD00125,CUST01285,1,3659.76,15,3110.8
SALE019688,2022-05-13,STORE014,PROD00267,CUST01131,2,199.9,10,359.82
SALE019689,2023-04-20,STORE009,PROD00082,CUST00094,1,3442.52,10,3098.27
SALE019690,2023-09-02,STORE045,PROD00187,CUST01366,3,7558.5,15,19274.18
SALE019691,2023-07-18,STORE046,PROD00415,CUST01879,3,4921.96,10,13289.29
SALE019692,2022-02-20,STORE049,PROD00193,CUST01879,1,4771.29,0,4771.29
SALE019693,2022-12-29,STORE049,PROD00307,CUST01980,3,7585.59,20,18205.42
SALE019694,2023-12-27,STORE046,PROD00225,CUST02735,1,1094.11,15,929.99
SALE019695,2024-01-31,STORE033,PROD00048,CUST02543,3,2372.02,15,6048.65
SALE019696,2023-08-28,STORE037,PROD00213,CUST00000,1,7132.0,5,6775.4
SALE019697,2023-11-22,STORE017,PROD00307,CUST01330,3,4670.11,5,13309.81
SALE019698,2023-01-10,STORE002,PROD00310,CUST01326,2,4948.35,0,9896.7
SALE019699,2023-10-22,STORE004,PROD00040,CUST01278,2,6599.4,20,10559.04
SALE019700,2022-01-29,STORE005,PROD00232,CUST02503,3,3654.63,5,10415.7
SALE019701,2022-08-25,STORE029,PROD00454,CUST01634,1,2762.85,10,2486.56
SALE019702,2023-11-14,STORE004,PROD00162,CUST00130,3,2019.71,20,4847.3
SALE019703,2024-02-09,STORE012,PROD00188,CUST00448,4,1214.08,5,4613.5
SALE019704,2024-04-29,STORE002,PROD00343,CUST01299,4,2086.42,0,8345.68
SALE019705,2022-03-09,STORE048,PROD00149,CUST01289,1,7808.35,20,6246.68
SALE019706,2022-02-19,STORE015,PROD00417,CUST02383,3,6697.37,15,17078.29
SALE019707,2022-01-10,STORE045,PROD00045,CUST02085,3,1744.38,0,5233.14
SALE019708,2023-02-07,STORE031,PROD00124,CUST02370,2,4044.54,20,6471.26
SALE019709,2022-10-22,STORE001,PROD00110,CUST02698,1,2576.44,0,2576.44
SALE019710,2023-11-25,STORE039,PROD00016,CUST00642,4,245.2,5,931.76
SALE019711,2023-09-29,STORE029,PROD00263,CUST02028,4,430.81,10,1550.92
SALE019712,2022-08-10,STORE006,PROD00055,CUST00138,1,5153.73,0,5153.73
SALE019713,2022-11-08,STORE033,PROD00188,CUST01456,4,7209.43,15,24512.06
SALE019714,2024-03-02,STORE016,PROD00346,CUST02281,1,3022.61,15,2569.22
SALE019715,2024-01-09,STORE026,PROD00034,CUST02280,4,1430.63,0,5722.52
SALE019716,2022-01-13,STORE029,PROD00035,CUST01998,4,3901.09,15,13263.71
SALE019717,2022-07-28,STORE037,PROD00332,CUST01074,1,4017.11,15,3414.54
SALE019718,2023-12-08,STORE003,PROD00116,CUST00995,1,792.46,5,752.84
SALE019719,2023-08-16,STORE035,PROD00015,CUST00937,4,473.44,0,1893.76
SALE019720,2022-05-02,STORE029,PROD00019,CUST00792,4,715.94,20,2291.01
SALE019721,2022-01-04,STORE030,PROD00041,CUST01490,2,5310.32,0,10620.64
SALE019722,2022-10-12,STORE044,PROD00020,CUST02817,3,1341.31,10,3621.54
SALE019723,2022-12-23,STORE014,PROD00473,CUST01701,1,4802.4,20,3841.92
SALE019724,2022-05-10,STORE030,PROD00380,CUST01302,1,2594.84,5,2465.1
SALE019725,2022-02-02,STORE013,PROD00170,CUST02783,3,6890.39,20,16536.94
SALE019726,2024-06-18,STORE040,PROD00282,CUST01503,2,5273.74,10,9492.73
SALE019727,2022-08-08,STORE006,PROD00322,CUST02352,4,4504.59,15,15315.61
SALE019728,2023-03-15,STORE026,PROD00300,CUST01191,4,6941.24,0,27764.96
SALE019729,2022-02-16,STORE036,PROD00373,CUST02642,2,5977.7,10,10759.86
SALE019730,2023-06-03,STORE009,PROD00306,CUST02100,2,1708.63,10,3075.53
SALE019731,2023-09-19,STORE028,PROD00379,CUST02206,3,475.66,10,1284.28
SALE019732,2023-12-17,STORE022,PROD00057,CUST01142,3,2721.79,0,8165.37
SALE019733,2024-02-18,STORE039,PROD00055,CUST01989,4,1446.44,10,5207.18
SALE019734,2022-10-19,STORE010,PROD00438,CUST01418,2,6974.57,20,11159.31
SALE019735,2022-03-07,STORE031,PROD00408,CUST01358,2,6921.27,10,12458.29
SALE019736,2022-03-15,STORE019,PROD00129,CUST01505,4,6319.34,0,25277.36
SALE019737,2023-07-10,STORE026,PROD00412,CUST01057,4,6589.84,0,26359.36
SALE019738,2022-11-04,STORE003,PROD00130,CUST00397,4,5932.62,15,20170.91
SALE019739,2023-10-04,STORE005,PROD00404,CUST00992,4,5203.66,20,16651.71
SALE019740,2023-09-21,STORE002,PROD00112,CUST02946,4,4620.08,20,14784.26
SALE019741,2022-04-07,STORE001,PROD00153,CUST02782,3,2188.34,15,5580.27
SALE019742,2022-08-15,STORE025,PROD00387,CUST00762,4,5709.6,20,18270.72
SALE019743,2023-11-01,STORE040,PROD00405,CUST01548,2,5788.73,15,9840.84
SALE019744,2022-12-11,STORE038,PROD00327,CUST00065,1,7218.59,15,6135.8
SALE019745,2023-09-23,STORE041,PROD00369,CUST01208,3,2071.26,10,5592.4
SALE019746,2023-09-24,STORE028,PROD00490,CUST02451,2,6089.04,0,12178.08
SALE019747,2022-06-28,STORE030,PROD00070,CUST01198,1,5059.56,0,5059.56
SALE019748,2023-07-13,STORE018,PROD00128,CUST00935,3,903.31,20,2167.94
SALE019749,2023-01-03,STORE003,PROD00294,CUST01287,4,829.23,5,3151.07
SALE019750,2022-12-21,STORE000,PROD00339,CUST00630,3,888.21,10,2398.17
SALE019751,2024-02-18,STORE038,PROD00139,CUST02539,4,7994.16,15,27180.14
SALE019752,2024-02-08,STORE044,PROD00034,CUST00607,4,7727.12,15,26272.21
SALE019753,2022-09-07,STORE029,PROD00480,CUST01018,4,609.32,10,2193.55
SALE019754,2023-01-18,STORE003,PROD00172,CUST00238,1,1662.7,10,1496.43
SALE019755,2023-12-04,STORE004,PROD00377,CUST02656,3,2370.45,5,6755.78
SALE019756,2023-08-04,STORE032,PROD00198,CUST01306,4,3993.2,0,15972.8
SALE019757,2022-12-15,STORE013,PROD00063,CUST01659,2,5211.6,15,8859.72
SALE019758,2022-05-31,STORE008,PROD00098,CUST00268,3,7418.59,0,22255.77
SALE019759,2022-02-16,STORE023,PROD00457,CUST02846,2,2505.12,15,4258.7
SALE019760,2023-01-06,STORE040,PROD00184,CUST02591,1,6952.76,5,6605.12
SALE019761,2023-02-02,STORE043,PROD00441,CUST02861,1,3952.21,5,3754.6
SALE019762,2022-03-14,STORE044,PROD00157,CUST00407,3,6789.46,5,19349.96
SALE019763,2022-02-04,STORE025,PROD00422,CUST01443,1,7060.35,10,6354.32
SALE019764,2022-03-02,STORE024,PROD00196,CUST00720,1,1466.19,0,1466.19
SALE019765,2023-02-22,STORE047,PROD00192,CUST01998,3,477.1,5,1359.74
SALE019766,2023-05-14,STORE004,PROD00100,CUST00589,2,7950.33,10,14310.59
SALE019767,2023-08-07,STORE034,PROD00288,CUST01993,4,5851.38,15,19894.69
SALE019768,2023-08-15,STORE000,PROD00008,CUST01850,3,2712.29,5,7730.03
SALE019769,2022-01-14,STORE024,PROD00225,CUST00862,3,4417.38,20,10601.71
SALE019770,2023-10-22,STORE006,PROD00099,CUST02120,4,5225.42,10,18811.51
SALE019771,2022-01-20,STORE000,PROD00416,CUST00709,2,3218.97,5,6116.04
SALE019772,2023-02-12,STORE033,PROD00260,CUST00014,4,5186.37,15,17633.66
SALE019773,2023-08-08,STORE021,PROD00235,CUST00592,4,6241.12,0,24964.48
SALE019774,2023-03-15,STORE015,PROD00172,CUST02886,2,1854.13,20,2966.61
SALE019775,2024-04-24,STORE029,PROD00222,CUST01638,2,2515.52,10,4527.94
SALE019776,2023-07-15,STORE002,PROD00160,CUST01053,4,5689.38,15,19343.89
SALE019777,2022-03-02,STORE000,PROD00346,CUST00109,4,293.58,10,1056.89
SALE019778,2022-03-17,STORE031,PROD00214,CUST01911,3,1695.34,5,4831.72
SALE019779,2023-07-14,STORE003,PROD00061,CUST01692,2,2802.5,10,5044.5
SALE019780,2023-02-01,STORE001,PROD00426,CUST01453,1,5655.14,5,5372.38
SALE019781,2024-01-05,STORE006,PROD00421,CUST01408,2,7719.67,5,14667.37
SALE019782,2023-03-26,STORE000,PROD00443,CUST02237,4,1587.19,20,5079.01
SALE019783,2023-05-04,STORE009,PROD00288,CUST00147,4,582.92,5,2215.1
SALE019784,2022-09-27,STORE048,PROD00037,CUST00946,4,7342.2,5,27900.36
SALE019785,2022-02-15,STORE008,PROD00430,CUST02555,4,7925.43,20,25361.38
SALE019786,2024-03-07,STORE008,PROD00047,CUST02161,1,5797.6,0,5797.6
SALE019787,2023-12-14,STORE046,PROD00400,CUST01347,2,3971.69,15,6751.87
SALE019788,2022-09-05,STORE007,PROD00088,CUST02869,1,6824.99,10,6142.49
SALE019789,2023-05-06,STORE010,PROD00310,CUST02077,1,6285.26,15,5342.47
SALE019790,2023-05-28,STORE044,PROD00150,CUST02840,4,1440.42,10,5185.51
SALE019791,2022-10-01,STORE025,PROD00331,CUST01800,1,422.61,15,359.22
SALE019792,2023-12-13,STORE035,PROD00323,CUST00682,4,2354.91,15,8006.69
SALE019793,2023-11-28,STORE013,PROD00365,CUST02634,4,2672.8,10,9622.08
SALE019794,2022-05-09,STORE039,PROD00295,CUST00036,4,7874.51,5,29923.14
SALE019795,2024-01-04,STORE002,PROD00002,CUST00247,1,2521.25,10,2269.12
SALE019796,2022-08-12,STORE020,PROD00151,CUST00063,4,5558.99,20,17788.77
SALE019797,2023-11-10,STORE006,PROD00383,CUST00025,1,3897.09,0,3897.09
SALE019798,2022-07-18,STORE047,PROD00021,CUST00762,2,2566.29,15,4362.69
SALE019799,2023-08-07,STORE002,PROD00036,CUST00834,4,5646.54,10,20327.54
SALE019800,2024-05-18,STORE007,PROD00073,CUST01173,3,3586.58,15,9145.78
SALE019801,2022-10-23,STORE004,PROD00245,CUST00360,3,7723.25,10,20852.78
SALE019802,2022-11-11,STORE048,PROD00070,CUST01171,3,3172.52,5,9041.68
SALE019803,2023-08-18,STORE034,PROD00491,CUST00841,3,856.85,20,2056.44
SALE019804,2023-12-17,STORE004,PROD00442,CUST00603,3,3092.44,15,7885.72
SALE019805,2023-01-19,STORE046,PROD00156,CUST00821,1,5506.6,5,5231.27
SALE019806,2024-06-01,STORE024,PROD00350,CUST01416,2,7588.29,20,12141.26
SALE019807,2022-08-19,STORE036,PROD00057,CUST00878,1,5294.94,5,5030.19
SALE019808,2022-01-22,STORE012,PROD00314,CUST01519,4,3689.52,10,13282.27
SALE019809,2022-01-03,STORE017,PROD00491,CUST01444,2,2301.09,15,3911.85
SALE019810,2023-02-07,STORE046,PROD00479,CUST02589,2,853.58,10,1536.44
SALE019811,2023-05-18,STORE037,PROD00444,CUST01813,2,6983.41,0,13966.82
SALE019812,2023-04-15,STORE007,PROD00398,CUST01485,2,3268.36,20,5229.38
SALE019813,2023-01-22,STORE000,PROD00430,CUST01450,3,7883.13,20,18919.51
SALE019814,2024-02-16,STORE024,PROD00252,CUST00443,4,2490.57,10,8966.05
SALE019815,2024-05-18,STORE029,PROD00180,CUST01191,2,4340.54,10,7812.97
SALE019816,2024-05-16,STORE027,PROD00015,CUST00574,2,6976.22,0,13952.44
SALE019817,2022-06-10,STORE039,PROD00077,CUST02931,3,7049.58,10,19033.87
SALE019818,2022-12-09,STORE033,PROD00260,CUST00067,1,3265.32,20,2612.26
SALE019819,2022-12-02,STORE030,PROD00284,CUST00931,1,5675.92,10,5108.33
SALE019820,2022-01-09,STORE004,PROD00453,CUST00988,1,2976.93,0,2976.93
SALE019821,2022-08-12,STORE002,PROD00344,CUST02225,4,622.89,15,2117.83
SALE019822,2022-06-14,STORE007,PROD00234,CUST00961,1,2717.75,5,2581.86
SALE019823,2023-10-11,STORE018,PROD00101,CUST00930,2,6292.95,5,11956.6
SALE019824,2022-12-23,STORE039,PROD00124,CUST01981,3,2686.81,5,7657.41
SALE019825,2024-04-28,STORE019,PROD00283,CUST02449,3,5834.79,10,15753.93
SALE019826,2022-01-12,STORE005,PROD00033,CUST00054,1,1536.71,15,1306.2
SALE019827,2022-03-16,STORE005,PROD00227,CUST02087,3,945.8,5,2695.53
SALE019828,2023-05-21,STORE049,PROD00134,CUST01096,2,158.75,0,317.5
SALE019829,2022-08-06,STORE027,PROD00178,CUST01552,1,705.16,15,599.39
SALE019830,2023-01-24,STORE014,PROD00155,CUST00051,2,6257.49,15,10637.73
SALE019831,2022-11-17,STORE011,PROD00315,CUST02397,4,4724.06,20,15116.99
SALE019832,2022-09-19,STORE035,PROD00274,CUST02878,2,3639.55,5,6915.14
SALE019833,2022-05-14,STORE009,PROD00358,CUST00961,2,6856.19,15,11655.52
SALE019834,2023-02-05,STORE047,PROD00181,CUST02981,2,1957.55,10,3523.59
SALE019835,2022-07-08,STORE009,PROD00211,CUST01698,2,7442.92,0,14885.84
SALE019836,2022-10-20,STORE023,PROD00092,CUST02891,4,7283.87,20,23308.38
SALE019837,2022-04-19,STORE007,PROD00488,CUST01809,1,7904.8,10,7114.32
SALE019838,2023-04-16,STORE036,PROD00239,CUST01286,2,703.46,5,1336.57
SALE019839,2023-07-05,STORE024,PROD00182,CUST02089,1,1602.36,20,1281.89
SALE019840,2022-09-18,STORE016,PROD00225,CUST02781,3,7725.62,15,19700.33
SALE019841,2022-07-08,STORE049,PROD00242,CUST01166,2,2758.47,20,4413.55
SALE019842,2023-08-20,STORE008,PROD00497,CUST01311,2,192.06,10,345.71
SALE019843,2022-03-04,STORE037,PROD00230,CUST02844,3,7306.87,15,18632.52
SALE019844,2023-10-05,STORE021,PROD00341,CUST02019,1,3106.96,10,2796.26
SALE019845,2022-07-11,STORE032,PROD00237,CUST01767,4,1698.88,10,6115.97
SALE019846,2023-11-09,STORE040,PROD00283,CUST02375,2,2797.38,5,5315.02
SALE019847,2023-08-10,STORE024,PROD00389,CUST01248,3,6413.52,0,19240.56
SALE019848,2023-12-21,STORE007,PROD00100,CUST00332,3,1439.73,20,3455.35
SALE019849,2024-03-08,STORE027,PROD00086,CUST01284,2,6775.65,15,11518.6
SALE019850,2022-06-03,STORE028,PROD00036,CUST02243,1,3731.6,10,3358.44
SALE019851,2022-08-13,STORE009,PROD00326,CUST01688,1,6535.59,5,6208.81
SALE019852,2024-03-19,STORE006,PROD00376,CUST01896,2,2311.21,0,4622.42
SALE019853,2022-08-15,STORE004,PROD00444,CUST02689,3,1671.2,0,5013.6
SALE019854,2022-11-12,STORE031,PROD00269,CUST01723,2,1919.68,15,3263.46
SALE019855,2022-12-05,STORE001,PROD00380,CUST01451,4,1459.13,5,5544.69
SALE019856,2024-05-26,STORE009,PROD00197,CUST00441,4,5062.06,0,20248.24
SALE019857,2022-04-08,STORE020,PROD00231,CUST00413,1,1367.0,20,1093.6
SALE019858,2022-03-13,STORE016,PROD00454,CUST02566,4,4160.95,0,16643.8
SALE019859,2022-01-16,STORE019,PROD00104,CUST00341,3,6936.39,20,16647.34
SALE019860,2024-01-25,STORE038,PROD00104,CUST02595,4,3943.65,10,14197.14
SALE019861,2024-03-17,STORE024,PROD00361,CUST01992,2,7727.37,0,15454.74
SALE019862,2022-02-02,STORE020,PROD00227,CUST00312,3,2584.17,20,6202.01
SALE019863,2023-08-09,STORE020,PROD00075,CUST00443,1,5364.15,15,4559.53
SALE019864,2022-02-10,STORE002,PROD00194,CUST02247,1,5203.33,10,4683.0
SALE019865,2023-10-21,STORE010,PROD00161,CUST00323,4,6260.35,20,20033.12
SALE019866,2023-03-08,STORE045,PROD00460,CUST00705,1,170.49,10,153.44
SALE019867,2024-05-09,STORE017,PROD00221,CUST02455,2,2391.12,0,4782.24
SALE019868,2023-11-25,STORE047,PROD00350,CUST02077,3,4606.99,15,11747.82
SALE019869,2022-02-17,STORE010,PROD00269,CUST02041,2,2912.14,0,5824.28
SALE019870,2022-12-31,STORE045,PROD00102,CUST00280,2,1770.47,5,3363.89
SALE019871,2022-09-08,STORE005,PROD00231,CUST01560,2,1702.43,20,2723.89
SALE019872,2022-01-06,STORE033,PROD00086,CUST02466,2,2614.11,0,5228.22
SALE019873,2023-10-15,STORE042,PROD00441,CUST01150,3,6518.91,10,17601.06
SALE019874,2024-02-22,STORE009,PROD00027,CUST01474,3,6382.86,15,16276.29
SALE019875,2023-07-08,STORE020,PROD00031,CUST01405,2,5313.15,15,9032.36
SALE019876,2023-07-24,STORE016,PROD00147,CUST01476,2,3960.86,20,6337.38
SALE019877,2023-02-28,STORE040,PROD00161,CUST02691,1,2660.51,10,2394.46
SALE019878,2023-06-07,STORE033,PROD00033,CUST01137,1,3766.77,10,3390.09
SALE019879,2022-09-17,STORE003,PROD00411,CUST02177,3,2034.84,15,5188.84
SALE019880,2022-09-06,STORE021,PROD00201,CUST00397,1,634.52,5,602.79
SALE019881,2022-01-15,STORE044,PROD00397,CUST00551,3,4336.05,5,12357.74
SALE019882,2022-06-05,STORE029,PROD00189,CUST02851,3,6629.57,20,15910.97
SALE019883,2022-04-30,STORE022,PROD00182,CUST01181,4,5854.54,15,19905.44
SALE019884,2022-04-01,STORE039,PROD00421,CUST01158,3,2615.08,5,7452.98
SALE019885,2023-01-29,STORE021,PROD00492,CUST01001,1,6751.07,0,6751.07
SALE019886,2023-02-07,STORE000,PROD00313,CUST00575,4,1724.88,20,5519.62
SALE019887,2023-03-31,STORE010,PROD00032,CUST00662,1,1061.54,20,849.23
SALE019888,2022-08-14,STORE018,PROD00167,CUST00677,3,6482.12,0,19446.36
SALE019889,2024-03-24,STORE009,PROD00035,CUST02911,3,976.59,0,2929.77
SALE019890,2022-05-20,STORE016,PROD00240,CUST02723,2,4798.52,5,9117.19
SALE019891,2023-09-24,STORE041,PROD00484,CUST02824,3,6628.39,20,15908.14
SALE019892,2022-01-07,STORE049,PROD00347,CUST00089,4,1768.35,20,5658.72
SALE019893,2022-10-16,STORE008,PROD00277,CUST02868,3,874.27,10,2360.53
SALE019894,2023-11-26,STORE026,PROD00391,CUST02571,2,4359.02,10,7846.24
SALE019895,2022-12-09,STORE013,PROD00369,CUST02665,3,7908.98,20,18981.55
SALE019896,2023-04-13,STORE015,PROD00074,CUST02167,3,3221.69,0,9665.07
SALE019897,2022-12-09,STORE023,PROD00225,CUST01993,3,3652.81,20,8766.74
SALE019898,2024-02-12,STORE011,PROD00118,CUST01849,2,993.3,15,1688.61
SALE019899,2024-06-16,STORE014,PROD00112,CUST02742,1,3588.05,0,3588.05
SALE019900,2023-07-31,STORE007,PROD00353,CUST01409,3,3016.09,10,8143.44
